GEO_ID,state,county,county_name,avg_household_size,avg_family_size,pop_in_households,pop_in_school,pop_in_college,attainment_gt_12th,attainment_gt_bachelors,pop_veterans,pop_native,pop_foreign_born,naturalized_citizen,not_citizen,foreign_born_europe,foreign_born_asia,foreign_born_africa,foreign_born_oceania,foreign_born_latin_america,foreign_born_north_america,households_with_computer,households_with_internet,pop_in_labor_force,civilian_labor_force,civilian_labor_force_employed,civilian_labor_force_unemployed,armed_forces,pop_not_in_labor_force,work_commute_drove_alone,work_commute_carpooled,work_commute_public_transport,work_commute_walked,work_commute_other,work_commute_from_home,work_commute_avg_time_minutes,worker_class_private_or_salary,worker_class_government,worker_class_self_employed,worker_class_unpaid_family,median_household_income_dollars,avg_household_income_dollars,pop_noninstitutionalized,pop_with_health_insurance,pop_without_health_insurance,pop_total,pop_male,pop_female,pop_hispanic_alone,pop_white_alone,pop_black_alone,pop_american_indian_alaska_native_alone,pop_native_hawaiian_pacific_islander_alone,pop_other_race_alone,pop_two_or_more_races,pop_citizen_over_18,pop_citizen_over_18_male,pop_citizen_over_18_female,pop_in_school_not_college,attainment_lt_12th_no_diploma
0500000US48129,48,129,"Donley County, Texas",2.41,3.07,2841,886,389,1879,359,161,3098,159,110,49,1,71,9,0,78,0,1058,887,1430,1430,1406,24,0,1319,987,229,0,43,8,134,19.4,819,340,244,3,58750,72263,3135,2574,561,3257,1542,1715,410,2520,168,6,0,17,53,2635,1196,1439,497.0,289.0
0500000US48131,48,131,"Duval County, Texas",2.99,3.95,9123,2307,181,4984,446,375,9443,299,228,71,0,117,0,0,182,0,2423,2104,3561,3561,3170,391,0,3935,2474,239,0,34,105,260,29.8,2570,532,68,0,49038,61129,9125,7100,2025,9742,5113,4629,7950,1524,69,0,0,0,82,7217,3930,3287,2126.0,1533.0
0500000US48133,48,133,"Eastland County, Texas",2.36,2.92,17054,4510,1348,10455,2692,1255,17145,866,213,653,61,70,7,0,728,0,6610,6339,8280,8267,7879,388,13,6335,6057,1084,7,155,81,379,25.6,5790,1377,658,54,53549,75608,17779,15053,2726,18011,8925,9086,3109,13853,388,52,7,38,479,13572,6690,6882,3162.0,1881.0
0500000US48135,48,135,"Ector County, Texas",2.52,3.10,162502,46290,8096,77278,17405,5261,137174,27480,10395,17085,294,1538,991,109,24213,335,61917,56559,80508,80130,75416,4714,378,39231,61932,8521,151,621,942,2388,25.0,59929,8973,6338,176,71536,94362,162871,126872,35999,164654,84466,80188,104530,47215,6901,222,321,259,3452,99228,50566,48662,38194.0,21439.0
0500000US48137,48,137,"Edwards County, Texas",3.09,4.46,1249,456,12,565,187,35,1168,122,22,100,0,0,0,0,122,0,297,280,536,536,536,0,0,458,378,37,0,0,34,73,16.8,335,50,151,0,40313,52629,1249,1009,240,1290,704,586,555,687,27,2,0,0,19,894,542,352,444.0,151.0
0500000US48139,48,139,"Ellis County, Texas",2.94,3.34,211074,56339,11188,121756,41546,10529,195007,18153,7876,10277,663,1540,1100,78,14617,155,69494,66411,111624,111446,106481,4965,178,52164,80581,9277,79,728,959,12964,30.3,82384,17211,6696,190,99595,117930,211671,179933,31738,213160,105520,107640,60062,112230,30773,211,207,1043,6874,147178,71065,76113,45151.0,16262.0
0500000US48141,48,141,"El Paso County, Texas",2.86,3.44,856793,252243,69284,445111,142482,47646,669467,201312,107368,93944,4326,7681,2432,499,185604,770,281902,268943,419390,400191,376169,24022,19199,250764,289947,46221,2977,6015,7485,34129,24.1,276973,76341,21946,909,59806,79845,844384,661587,182797,870779,433123,437656,720158,95932,26533,1971,1315,2102,12752,554370,277055,277315,182959.0,103975.0
0500000US48143,48,143,"Erath County, Texas",2.39,2.91,40220,14161,7216,22691,8300,2194,40894,2900,1297,1603,194,313,120,31,2206,36,16192,15105,22753,22731,21437,1294,22,13074,15966,2168,5,858,581,1520,20.8,15924,3526,1830,157,65115,85669,43335,36737,6598,43794,21371,22423,9757,31602,770,143,0,111,994,33118,15957,17161,6945.0,3204.0
0500000US48145,48,145,"Falls County, Texas",2.42,3.09,15337,3328,625,10535,2360,1132,16084,1207,446,761,44,227,25,9,898,4,5689,5098,6899,6899,6488,411,0,7121,4944,665,0,204,49,563,28.6,4168,1372,934,14,57247,78153,15350,12752,2598,17291,8114,9177,4324,8568,3174,0,0,7,927,12903,6127,6776,2703.0,1568.0
0500000US48147,48,147,"Fannin County, Texas",2.69,3.16,34294,7663,1333,23261,5168,2392,35487,1839,748,1091,90,183,0,29,1495,42,11793,10845,16791,16791,15953,838,0,13757,11438,1707,3,227,231,2121,31.6,11601,2683,1627,42,72295,96771,34432,29494,4938,37326,20036,17290,4902,28063,2200,94,25,338,1520,28381,15355,13026,6330.0,3263.0
0500000US48149,48,149,"Fayette County, Texas",2.36,2.90,24571,4645,486,16855,5059,1488,23463,1579,591,988,133,67,7,10,1350,12,9598,8380,11631,11631,11367,264,0,8980,8968,812,0,168,216,1029,23.1,8597,1607,1131,32,75854,102695,24639,22192,2447,25042,12437,12605,5522,17402,1406,17,16,29,581,19024,9261,9763,4159.0,1573.0
0500000US48151,48,151,"Fisher County, Texas",2.31,2.67,3611,729,63,2456,461,249,3555,100,33,67,6,7,0,0,78,9,1470,1335,1694,1694,1615,79,0,1203,1351,96,0,40,20,64,24.6,1001,459,149,6,65533,75643,3629,3206,423,3655,1866,1789,1023,2347,126,4,0,15,133,2761,1385,1376,666.0,233.0
0500000US48153,48,153,"Floyd County, Texas",2.66,3.03,5196,1196,115,2744,532,249,4647,569,134,435,8,10,0,0,551,0,1814,1519,2432,2432,2285,147,0,1582,1874,329,0,25,0,24,17.0,1657,417,203,8,58462,85507,5196,3983,1213,5216,2549,2667,3030,1918,105,15,0,0,138,3496,1693,1803,1081.0,824.0
0500000US48155,48,155,"Foard County, Texas",2.17,2.92,947,186,14,615,154,43,987,4,3,1,0,3,0,0,1,0,365,287,543,543,509,34,0,311,369,122,0,0,0,18,17.8,264,178,67,0,61563,88343,947,766,181,991,485,506,118,818,3,0,0,0,49,840,408,432,172.0,132.0
0500000US48157,48,157,"Fort Bend County, Texas",3.03,3.40,887968,257303,59676,534206,291844,27597,621018,272749,158585,114164,12276,142485,32972,325,80636,4055,286736,279554,456171,455656,432634,23022,515,227983,298981,39283,2675,2681,5873,75283,32.7,346831,56912,27974,917,114041,145123,888286,784794,103492,893767,440165,453602,220445,256878,183779,696,472,3930,31664,558514,271521,286993,197627.0,46810.0
0500000US48159,48,159,"Franklin County, Texas",2.70,3.13,10532,2182,335,6742,2071,490,9801,831,357,474,53,25,18,0,591,144,3698,3512,4966,4966,4748,218,0,3583,3118,629,0,65,49,694,24.0,3734,624,390,0,72360,110333,10532,8951,1581,10632,5320,5312,1567,8184,572,18,0,0,258,7784,3837,3947,1847.0,717.0
0500000US48161,48,161,"Freestone County, Texas",2.62,3.22,18573,4297,575,12404,2350,1164,18961,1088,489,599,1,81,91,0,915,0,6552,5814,7855,7855,7616,239,0,8129,6183,568,0,44,81,642,25.5,5194,1619,672,131,59960,81521,18586,16244,2342,20049,10500,9549,3455,12677,2908,32,0,0,948,14927,7950,6977,3722.0,1807.0
0500000US48163,48,163,"Frio County, Texas",3.00,3.63,16315,4659,684,8430,1409,573,16560,2022,495,1527,0,161,31,0,1830,0,4719,4163,7671,7671,7244,427,0,7164,5561,892,50,166,207,119,19.1,5424,1564,256,0,66010,70300,16422,13943,2479,18582,11354,7228,14461,2705,950,21,7,47,139,12493,7190,5303,3975.0,3363.0
0500000US48165,48,165,"Gaines County, Texas",3.18,3.87,22021,5867,478,6782,1382,419,15849,6383,1665,4718,8,118,0,0,5763,494,6393,5823,9327,9327,9100,227,0,5963,6489,1799,1,102,207,266,26.2,6680,1052,1280,88,74132,95123,22037,13957,8080,22232,11287,10945,8954,12535,460,0,0,27,132,10608,5346,5262,5389.0,5011.0
0500000US48167,48,167,"Galveston County, Texas",2.51,3.09,353262,91514,22793,219762,85057,19934,322473,36517,18441,18076,3081,8848,1079,125,22002,1382,136412,131137,181329,180394,170117,10277,935,102621,129687,12434,808,2368,2990,19724,27.9,129586,30473,9858,200,86105,114254,354411,306157,48254,358990,177108,181882,94669,193684,42715,546,240,1660,13417,257451,125143,132308,68721.0,24692.0
0500000US48169,48,169,"Garza County, Texas",2.60,3.08,3799,893,221,2465,360,298,4484,634,154,480,0,9,0,0,625,0,1400,1246,1918,1918,1698,220,0,2505,1394,247,0,32,0,25,24.0,1164,470,64,0,46314,68672,3802,3118,684,5118,3356,1762,2533,1894,506,16,0,0,166,3824,2382,1442,672.0,1058.0
0500000US48171,48,171,"Gillespie County, Texas",2.36,2.88,27146,4769,304,18638,7691,2008,25876,1648,654,994,100,107,27,0,1305,109,10865,10262,12523,12521,12180,341,2,10302,8910,1310,22,216,41,1346,21.9,9253,1192,1713,22,76162,116131,27167,23379,3788,27524,13573,13951,6307,20252,31,17,45,96,670,21332,10275,11057,4465.0,2045.0
0500000US48173,48,173,"Glasscock County, Texas",2.32,2.66,1068,176,5,693,229,25,960,108,19,89,0,0,0,0,103,5,449,402,512,512,508,4,0,360,405,18,0,0,0,53,25.7,403,62,35,8,101250,124750,1068,800,268,1068,599,469,288,707,0,0,0,0,73,728,366,362,171.0,90.0
0500000US48175,48,175,"Goliad County, Texas",2.50,3.27,7030,1221,133,4601,1121,488,6849,292,58,234,19,11,0,0,253,9,2498,2245,2953,2953,2798,155,0,2868,2326,234,0,22,45,159,30.4,1956,679,163,0,59359,92476,7050,6104,946,7141,3599,3542,2308,4315,341,31,0,0,145,5501,2709,2792,1088.0,633.0
0500000US48177,48,177,"Gonzales County, Texas",2.46,3.05,19509,4729,542,9899,1568,765,17536,2315,800,1515,38,89,0,0,2171,17,7344,6863,9135,9135,8741,394,0,6255,7109,725,0,313,167,346,27.2,7067,978,678,18,58672,74588,19546,16035,3511,19851,9960,9891,10139,8064,1159,17,116,43,237,13299,6475,6824,4187.0,3252.0
0500000US48179,48,179,"Gray County, Texas",2.42,2.93,19348,5060,650,11713,2272,1163,18659,2386,627,1759,34,252,22,0,2039,39,7685,7028,9523,9522,8992,530,1,7008,7550,800,0,61,129,367,17.8,6537,1809,642,4,59614,87687,19374,15950,3424,21045,11251,9794,6614,12501,950,153,0,201,447,14255,7500,6755,4410.0,2288.0
0500000US48181,48,181,"Grayson County, Texas",2.55,3.08,140727,32669,6851,87160,23154,9190,132237,11100,3681,7419,845,1615,324,139,7938,239,52518,49673,70606,70551,68353,2198,55,42420,48899,7797,290,980,921,8521,25.8,54469,8921,4701,262,72182,98000,142031,119752,22279,143337,70117,73220,23433,101885,7379,579,175,685,7033,102296,49327,52969,25818.0,9798.0
0500000US48183,48,183,"Gregg County, Texas",2.51,3.05,121282,31735,6165,70411,18579,6069,115135,10345,3285,7060,549,1472,177,0,8054,93,45925,42719,59504,59386,57246,2140,118,37417,46188,5037,100,512,616,4040,21.3,47319,6041,3767,119,66550,88869,123439,103064,20375,125480,61330,64150,25347,68589,22080,433,31,213,7137,86604,41266,45338,25570.0,10681.0
0500000US48185,48,185,"Grimes County, Texas",2.71,3.30,27752,6804,959,17453,4274,1816,29049,2291,1078,1213,177,104,44,26,1932,8,9624,8577,12719,12719,12075,644,0,12254,9362,1081,0,171,253,966,35.9,9175,2041,848,11,69803,96294,27796,22698,5098,31340,17099,14241,7998,17787,3557,118,26,476,1262,23100,12716,10384,5845.0,4229.0
0500000US48187,48,187,"Guadalupe County, Texas",2.78,3.24,181641,45780,9964,111319,38924,19188,169846,13796,6575,7221,1443,2390,440,50,9257,216,63335,61442,93144,91345,86994,4351,1799,51760,64594,8669,65,955,798,12489,28.8,65595,14838,6352,209,92375,111083,180767,160854,19913,183642,91574,92068,71699,86315,13100,146,48,1491,8131,132484,65339,67145,35816.0,12526.0
0500000US48189,48,189,"Hale County, Texas",2.73,3.32,30101,8459,1852,14881,3069,926,29175,2956,1006,1950,46,127,3,0,2775,5,10146,8985,14567,14535,13768,767,32,10073,10690,2004,18,228,146,415,19.8,10149,2696,905,18,51897,69923,30389,24021,6368,32131,16697,15434,19688,10095,1447,22,10,155,567,21905,11509,10396,6607.0,5159.0
0500000US48191,48,191,"Hall County, Texas",2.36,2.79,2761,543,53,1732,445,134,2578,242,142,100,0,12,0,0,230,0,1047,947,1250,1250,1137,113,0,1014,851,212,0,10,3,29,14.1,487,448,199,3,48459,64275,2775,2343,432,2820,1392,1428,1002,1512,116,31,0,0,147,2121,1057,1064,490.0,343.0
0500000US48193,48,193,"Hamilton County, Texas",2.61,3.48,8138,1888,158,5242,1580,588,7987,419,79,340,29,3,0,0,387,0,2848,2636,3683,3681,3481,200,2,3131,2772,361,0,46,6,240,18.0,2362,846,255,18,58219,84322,8214,7105,1109,8406,4161,4245,1196,6854,165,15,2,8,163,6194,3098,3096,1730.0,657.0
0500000US48195,48,195,"Hansford County, Texas",2.72,3.32,5048,1395,146,2441,1142,219,4272,847,277,570,24,15,1,0,807,0,1755,1673,2613,2613,2451,162,0,1211,2092,257,0,25,8,44,21.7,1645,514,274,18,69441,95369,5048,3973,1075,5119,2620,2499,2572,2408,7,29,8,0,80,3113,1629,1484,1249.0,694.0
0500000US48197,48,197,"Hardeman County, Texas",2.82,3.59,3470,680,145,2104,408,157,3297,204,72,132,10,36,0,0,158,0,1145,987,1782,1782,1739,43,0,1040,1257,281,0,40,3,135,14.9,1104,437,180,18,63333,80421,3493,2948,545,3501,1748,1753,897,2176,118,23,0,0,239,2640,1367,1273,535.0,324.0
0500000US48199,48,199,"Hardin County, Texas",2.57,3.02,57172,13615,2037,35782,8217,2948,56337,1305,771,534,368,227,43,0,608,59,20941,19154,26349,26297,24868,1429,52,18756,20838,1862,13,159,425,1086,30.0,19789,3611,1442,26,75808,96066,57162,48082,9080,57642,28431,29211,3936,47504,3201,28,2,83,2571,42848,21073,21775,11578.0,3378.0
0500000US48201,48,201,"Harris County, Texas",2.73,3.39,4791554,1288137,299571,2583939,1072128,151833,3539686,1298617,515957,782660,49127,275423,76731,2887,884033,10416,1699918,1617598,2515618,2512311,2343196,169115,3307,1216115,1614103,246342,46621,32867,59481,296070,29.0,1910370,268615,158384,5827,74983,111429,4810498,3805156,1005342,4838303,2404895,2433408,2126581,1284914,900450,4756,2602,22806,144826,2892434,1401287,1491147,988566.0,547261.0
0500000US48203,48,203,"Harrison County, Texas",2.59,3.09,68153,17752,3994,41363,10484,3776,66742,3413,1329,2084,183,303,213,0,2700,14,24881,22203,33550,33534,31669,1865,16,22100,24373,3854,9,507,429,2115,22.1,25454,4256,1880,79,66103,85280,69522,59688,9834,70155,34162,35993,10404,42448,14250,91,29,135,2471,51229,24686,26543,13758.0,4878.0
0500000US48205,48,205,"Hartley County, Texas",2.34,2.84,3816,909,76,3189,821,188,4703,512,129,383,55,9,3,0,413,32,1609,1540,1760,1760,1731,29,0,2358,1292,193,0,49,10,89,12.0,1233,267,214,17,75841,104982,3817,3188,629,5215,2930,2285,1626,2948,315,9,13,0,295,3732,2249,1483,833.0,773.0
0500000US48207,48,207,"Haskell County, Texas",2.46,3.06,5226,985,78,3362,884,306,5156,265,114,151,0,0,15,0,246,4,2014,1843,2684,2684,2553,131,0,1862,1895,340,29,50,22,195,15.8,1490,756,307,0,60653,96657,5226,4379,847,5421,2966,2455,1432,3546,321,9,0,0,103,4294,2257,2037,907.0,514.0
0500000US48209,48,209,"Hays County, Texas",2.61,3.15,260428,80617,32493,154879,72625,14042,242325,26313,11994,14319,2316,4623,884,58,17804,628,97199,92734,147653,147110,140594,6516,543,67270,96690,11899,680,2258,2141,25166,31.3,104793,25578,10008,215,89097,117544,266465,235431,31034,268638,133903,134735,105942,135533,10310,171,145,2744,8468,195326,96753,98573,48124.0,13412.0
0500000US48211,48,211,"Hemphill County, Texas",2.16,2.79,3191,653,78,1905,518,84,2778,456,167,289,5,0,0,0,451,0,1443,1148,1604,1604,1510,94,0,1050,1260,47,0,49,63,78,16.7,1044,336,130,0,61563,83383,3191,2605,586,3234,1787,1447,1054,2012,76,19,0,1,72,2282,1239,1043,575.0,456.0
0500000US48213,48,213,"Henderson County, Texas",2.49,2.99,83471,16940,3315,52929,12423,5667,80206,4656,1941,2715,464,598,67,11,3372,144,31555,28874,37219,37219,35393,1826,0,31669,26503,3999,54,503,519,3094,29.1,27516,5444,2390,43,65179,86325,83924,69938,13986,84862,41775,43087,12555,62680,4304,148,75,248,4187,64095,31045,33050,13625.0,7159.0
0500000US48215,48,215,"Hidalgo County, Texas",3.27,3.80,884150,273562,53382,362400,106469,19401,659510,232467,74161,158306,740,7559,900,12,222496,760,253250,237772,383436,382422,353316,29106,1014,264998,258204,37722,819,3988,12897,31798,22.5,253628,59477,39413,798,54338,74303,884598,634715,249883,891977,440466,451511,819984,53400,5099,567,190,1031,2689,466139,228243,237896,220180.0,153601.0
0500000US48217,48,217,"Hill County, Texas",2.66,3.28,36571,8477,1596,22234,4615,2189,34811,2517,940,1577,112,199,86,13,2064,43,12909,12117,16813,16813,16108,705,0,12824,12385,1717,1,233,216,1135,32.0,12182,2412,1490,24,64591,81851,36760,29918,6842,37328,18616,18712,8635,25220,1851,46,0,83,1296,27278,13472,13806,6881.0,3418.0
0500000US48219,48,219,"Hockley County, Texas",2.64,3.16,20864,5735,1344,11086,2576,695,19661,1702,581,1121,46,18,0,47,1591,0,7339,6688,10087,10087,9617,470,0,6156,7650,983,59,155,102,480,23.0,7355,1587,645,30,63140,83577,21168,17115,4053,21363,10559,10804,10718,9376,595,39,0,0,606,14604,7249,7355,4391.0,2530.0
0500000US48221,48,221,"Hood County, Texas",2.54,3.04,64955,13570,2147,44418,15833,5001,63021,2873,1048,1825,319,344,73,20,2004,113,24908,23851,30560,30543,28823,1720,17,23620,21905,1950,0,229,247,4101,32.8,22088,4318,2366,51,88160,111661,65074,55845,9229,65894,32379,33515,9069,53225,712,226,32,186,1981,50720,24455,26265,11423.0,3639.0
0500000US48223,48,223,"Hopkins County, Texas",2.66,3.18,37238,8411,1169,21719,5573,1849,34221,3563,1204,2359,189,344,72,3,2928,27,13367,12716,18210,18199,17470,729,11,11465,13225,1951,113,249,298,1236,22.6,13299,2367,1745,59,70888,94256,37228,30265,6963,37784,18566,19218,7066,26619,2652,135,34,161,790,26316,12611,13705,7242.0,3757.0
0500000US48225,48,225,"Houston County, Texas",2.42,2.99,19349,4619,915,13536,2415,1419,21298,753,185,568,28,64,0,0,655,6,7218,6524,8075,8075,7533,542,0,10089,5951,792,1,139,127,414,28.5,5250,1716,540,27,56531,77793,19477,17233,2244,22051,11891,10160,3187,12783,4603,125,5,22,1242,17056,9293,7763,3704.0,2778.0
0500000US48227,48,227,"Howard County, Texas",2.39,2.96,29090,7062,1340,17947,3472,1462,29117,3173,623,2550,127,229,30,31,2756,0,11434,10539,14273,14264,13498,766,9,11535,10535,2131,0,136,106,406,21.7,9145,3342,983,28,69649,90688,29403,25415,3988,32290,17989,14301,15408,13927,1468,105,11,61,991,22619,12423,10196,5722.0,4185.0
0500000US48229,48,229,"Hudspeth County, Texas",3.46,4.58,2916,825,99,1296,213,196,2561,842,144,698,14,1,0,0,827,0,795,722,1446,1446,1330,116,0,1547,905,195,0,72,18,136,27.9,905,319,83,23,48600,60764,2929,2008,921,3403,2119,1284,2270,936,47,0,0,0,150,2104,1338,766,726.0,926.0
0500000US48231,48,231,"Hunt County, Texas",2.74,3.29,105513,28504,7003,61868,16178,7373,100155,8817,3041,5776,589,1114,761,58,6253,42,36959,34086,52744,52712,49593,3119,32,32709,36714,4309,87,1312,1104,4895,31.3,38048,7834,3544,167,71938,91212,108174,89788,18386,108972,53876,55096,23418,70872,8457,360,14,290,4066,76930,37472,39458,21501.0,9655.0
0500000US48233,48,233,"Hutchinson County, Texas",2.84,3.65,19911,5082,967,11479,2240,1196,18797,1387,576,811,45,34,3,0,1284,21,6480,6198,9283,9283,8949,334,0,6459,6958,800,65,241,95,399,20.3,6860,1643,440,6,67228,86061,20028,17409,2619,20184,10081,10103,5012,13654,434,211,53,72,621,14369,7191,7178,4115.0,1877.0
0500000US48235,48,235,"Irion County, Texas",2.39,2.83,1408,344,49,922,288,69,1337,72,34,38,0,0,9,0,63,0,560,477,691,691,688,3,0,438,521,22,20,43,14,38,29.0,514,101,73,0,70357,98893,1409,1200,209,1409,705,704,388,963,1,40,0,0,17,1041,550,491,295.0,95.0
0500000US48237,48,237,"Jack County, Texas",2.61,3.21,7806,1894,224,5005,894,463,8423,459,89,370,0,21,0,0,417,21,2856,2623,3455,3455,3124,331,0,3670,2653,181,0,12,4,239,29.1,2208,504,409,3,68079,89447,7806,6399,1407,8882,4830,4052,1660,6632,259,4,0,21,264,6531,3699,2832,1670.0,1161.0
0500000US48239,48,239,"Jackson County, Texas",2.48,2.84,14940,3258,439,8781,1743,633,14349,803,338,465,15,64,31,0,693,0,5551,5032,6537,6529,6184,345,8,5411,4635,938,18,29,32,477,26.7,4635,1092,425,32,65414,86585,14943,12427,2516,15152,7724,7428,5055,8614,994,16,0,38,221,10986,5713,5273,2819.0,1724.0
0500000US48241,48,241,"Jasper County, Texas",2.28,2.72,31542,6626,614,20309,3183,1812,31979,748,281,467,167,115,0,0,338,128,13207,12659,13987,13913,12068,1845,74,12062,9617,1426,33,83,157,571,27.7,9164,2231,659,14,56723,77509,31480,25560,5920,32727,16098,16629,2288,23921,4992,26,13,30,1310,24658,12015,12643,6012.0,2382.0
0500000US48243,48,243,"Jeff Davis County, Texas",1.92,2.44,1850,231,0,1413,549,142,1699,166,92,74,48,0,22,0,96,0,897,843,767,767,767,0,0,782,367,175,0,56,36,109,16.2,580,136,41,10,59286,95370,1850,1581,269,1865,990,875,562,1221,0,0,0,0,82,1455,734,721,231.0,116.0
0500000US48245,48,245,"Jefferson County, Texas",2.52,3.14,238473,59185,11675,144263,33468,12733,223059,30819,11820,18999,701,6599,840,14,22486,179,90480,85621,111393,110898,103897,7001,495,86484,87775,7995,478,1321,1348,3468,21.2,81722,16576,5484,115,60026,84539,239620,190342,49278,253878,130885,122993,61240,92242,83053,376,77,723,6586,174357,89282,85075,47510.0,25327.0
0500000US48247,48,247,"Jim Hogg County, Texas",3.64,4.78,4656,1171,201,2089,396,44,4686,41,24,17,0,10,0,0,31,0,1242,976,1918,1918,1797,121,0,1385,1438,222,0,44,3,60,21.5,1319,308,157,13,42211,60652,4656,3307,1349,4727,2681,2046,4322,379,16,0,0,0,0,3183,1881,1302,970.0,585.0
0500000US48249,48,249,"Jim Wells County, Texas",2.90,3.37,38476,9842,1529,19731,4044,1709,36936,1914,1072,842,59,178,0,0,1674,3,10771,10027,16387,16387,15388,999,0,13142,12233,1415,0,243,102,1273,24.3,12076,2097,1196,19,51896,71948,38514,30468,8046,38850,19375,19475,30899,7135,301,71,48,0,199,27504,13483,14021,8313.0,5049.0
0500000US48251,48,251,"Johnson County, Texas",2.94,3.36,192614,45490,7671,112059,32339,9137,182053,13544,6073,7471,664,1770,1078,14,9870,148,63098,60265,97085,96736,93233,3503,349,54356,76935,7070,64,544,703,6407,31.7,72349,12810,7954,120,84859,103542,192808,161285,31523,195597,98341,97256,49502,126272,9914,314,169,944,6400,138193,68257,69936,37819.0,16188.0
0500000US48253,48,253,"Jones County, Texas",2.44,2.92,14455,3547,618,12142,1792,1148,19550,754,200,554,98,71,24,0,561,0,5429,4876,7036,6995,6608,387,41,10252,5078,922,0,160,70,351,25.8,4656,1253,647,52,59464,80714,14466,11680,2786,20304,13071,7233,5816,11302,2025,66,0,69,910,16347,10848,5499,2929.0,2799.0
0500000US48255,48,255,"Karnes County, Texas",2.45,2.97,11598,2410,283,8341,1528,471,14419,549,255,294,31,61,0,0,454,3,4179,3340,5509,5509,5347,162,0,6808,3901,614,0,244,196,238,20.9,3303,1462,557,25,60214,95318,11613,9779,1834,14968,8792,6176,7991,5191,1389,9,7,0,336,11766,7144,4622,2127.0,2344.0
0500000US48257,48,257,"Kaufman County, Texas",3.36,3.88,171132,49378,9350,93747,28746,7172,152944,19660,9958,9702,565,2933,3816,11,12263,72,49666,46254,87616,87474,82832,4642,142,40590,62051,7665,4,1217,441,10206,35.6,64432,12571,5644,185,89485,106230,171350,145627,25723,172604,85079,87525,47209,84197,31718,214,30,410,5642,113791,55149,58642,40028.0,14748.0
0500000US48259,48,259,"Kendall County, Texas",2.70,3.13,47860,10854,2221,32239,16639,3392,45215,3352,1072,2280,255,612,126,18,2283,58,17475,16702,23371,23310,22206,1104,61,15798,14817,1662,0,225,398,4713,28.6,17210,3277,1644,75,114962,160855,47855,42696,5159,48567,23820,24747,11835,33597,426,45,6,364,1494,35534,17392,18142,8633.0,1790.0
0500000US48261,48,261,"Kenedy County, Texas",2.53,3.18,139,19,0,65,16,5,77,68,15,53,0,1,0,0,67,0,38,38,56,56,56,0,0,69,46,0,0,2,0,8,24.9,48,8,0,0,38882,64860,145,109,36,145,77,68,128,13,1,1,0,0,1,89,56,33,19.0,58.0
0500000US48263,48,263,"Kent County, Texas",2.19,2.91,673,133,43,531,159,23,731,3,0,3,0,0,0,0,3,0,277,277,295,295,270,25,0,359,223,0,0,11,16,20,14.0,171,82,17,0,72889,86874,680,654,26,734,393,341,118,580,7,0,0,0,29,642,306,336,90.0,74.0
0500000US48265,48,265,"Kerr County, Texas",2.27,2.78,51243,10642,2571,35680,12379,4289,49383,4106,2069,2037,285,592,159,100,2930,40,21705,20631,25004,24951,24129,822,53,20026,16880,2943,26,550,553,2376,21.5,18368,2649,3093,19,69395,96578,52387,43334,9053,53489,26087,27402,14337,35909,799,64,8,226,1539,41951,20110,21841,8071.0,3841.0
0500000US48267,48,267,"Kimble County, Texas",2.13,2.80,4349,640,90,2685,914,350,4115,274,113,161,14,0,0,0,260,0,1897,1725,2050,2050,2024,26,0,1697,1517,343,0,9,21,127,23.0,1161,550,313,0,69455,86061,4349,3754,595,4389,2161,2228,1162,3071,47,44,0,0,65,3482,1725,1757,550.0,687.0
0500000US48269,48,269,"King County, Texas",1.90,2.02,211,24,2,160,70,2,211,0,0,0,0,0,0,0,0,0,108,111,100,100,100,0,0,80,62,24,0,0,0,14,12.4,49,46,5,0,46645,66781,211,195,16,211,103,108,35,146,0,0,0,0,30,180,83,97,22.0,20.0
0500000US48271,48,271,"Kinney County, Texas",2.43,3.05,2803,383,189,2118,302,357,2544,613,298,315,0,0,0,0,613,0,1066,809,1612,1612,1597,15,0,1319,1080,60,1,150,0,253,15.5,940,295,362,0,70000,72144,2814,2202,612,3157,1864,1293,1814,1255,2,37,0,0,49,2612,1519,1093,194.0,438.0
0500000US48273,48,273,"Kleberg County, Texas",2.43,2.99,28834,9825,4703,14533,3970,1991,28826,1753,637,1116,81,541,60,0,1038,33,11339,10243,14638,14282,13184,1098,356,9336,10148,1632,10,535,263,838,20.0,9515,2918,751,0,61292,72637,29929,25079,4850,30579,15255,15324,21825,6362,1110,59,0,88,745,22217,11034,11183,5122.0,2566.0
0500000US48275,48,275,"Knox County, Texas",2.56,3.14,3188,819,70,1942,307,118,3073,234,133,101,13,7,0,0,214,0,1119,1086,1485,1485,1466,19,0,1055,1135,157,0,33,68,64,16.6,909,349,208,0,56667,69673,3189,2623,566,3307,1626,1681,1109,1885,124,6,0,3,170,2347,1119,1228,749.0,331.0
0500000US48277,48,277,"Lamar County, Texas",2.49,3.05,49938,11279,2235,30541,7439,2760,48390,2279,1337,942,178,290,62,0,1612,137,18574,16721,23934,23915,22948,967,19,15858,17393,2466,8,437,258,2037,19.4,17629,3366,1935,18,61880,82971,50139,40461,9678,50669,24639,26030,4871,36121,6086,315,250,21,2535,37548,17902,19646,9044.0,3939.0
