GEO_ID,county_name,state,county,alpr_total,pop_foreign_born,pop_not_citizen,pop_language_not_english,pop_not_in_labor_force,pop_private_wage_salary_workers,pop_households_fs_snap,pop_no_health_insurance,_pop_total,pop_hispanic,pop_NH_white,pop_NH_black,pop_NH_AIAN,pop_NH_asian,pop_NH_NHPI,pop_NH_some_other,pop_NH_two_or_more,pop_unhoused,pop_not_hs_graduate,pop_commute_drove_or_carpooled,pct_foreign_born,pct_not_citizen,pct_language_not_english,pct_not_in_labor_force,rate_unemployment,pct_private_wage_salary_workers,pct_households_fs_snap,pct_no_health_insurance,pct_people_impoverished,pct_hispanic,pct_NH_white,pct_NH_black,pct_NH_AIAN,pct_NH_asian,pct_NH_NHPI,pct_NH_some_other,pct_NH_two_or_more,pct_unhoused,pct_not_hs_graduate,pct_commute_drove_or_carpooled,gini_index,pct_republican_vote,task_force_model,warrant_service_officer,jail_enforcement_model
0500000US01051,"Elmore County, Alabama",01,051,0,1789,981,2248,29088,30277,3465,6548,89526,3034,64263,18857,132,450,8,80,2702,4243,6439,36936,2.0,54.8,2.7,40.2,4.6,74.1,10.5,7.7,10.3,3.4,71.8,21.1,0.1,0.5,0.0,0.1,3.0,4.74,10.3,90.9,0.4334,75.3748,0.0,0.0,1.0
0500000US01053,"Escambia County, Alabama",01,053,0,293,79,683,15301,9866,1942,3151,36629,862,21968,10770,1011,165,0,94,1759,2526,4007,11562,0.8,27.0,2.0,52.4,10.1,79.2,15.2,9.2,20.0,2.4,60.0,29.4,2.8,0.5,0.0,0.3,4.8,6.9,15.6,95.6,0.4649,72.7686,0.0,0.0,0.0
0500000US01055,"Etowah County, Alabama",01,055,0,2523,1689,4168,37225,32906,6173,11596,103105,5393,78534,15165,116,675,13,372,2837,1575,10103,40005,2.4,66.9,4.3,44.8,5.9,76.2,15.7,11.4,16.9,5.2,76.2,14.7,0.1,0.7,0.0,0.4,2.8,1.53,13.9,93.7,0.4619,77.2764,1.0,0.0,1.0
0500000US01057,"Fayette County, Alabama",01,057,0,82,0,87,6346,4908,1124,1222,16053,150,13362,1777,22,8,40,37,657,298,1626,5907,0.5,0.0,0.6,48.2,8.4,78.5,18.0,7.7,21.8,0.9,83.2,11.1,0.1,0.0,0.2,0.2,4.1,1.86,14.3,96.8,0.4942,85.5299,0.0,0.0,0.0
0500000US01059,"Franklin County, Alabama",01,059,0,3140,2197,5323,10646,10642,2386,4028,31966,6573,23187,1292,23,22,6,96,767,310,4154,13061,9.8,70.0,17.9,42.9,3.6,78.0,20.0,12.7,19.1,20.6,72.5,4.0,0.1,0.1,0.0,0.3,2.4,0.97,19.5,96.7,0.4382,86.1123,1.0,1.0,0.0
0500000US01059,"Franklin County, Alabama",01,059,0,3140,2197,5323,10646,10642,2386,4028,31966,6573,23187,1292,23,22,6,96,767,310,4154,13061,9.8,70.0,17.9,42.9,3.6,78.0,20.0,12.7,19.1,20.6,72.5,4.0,0.1,0.1,0.0,0.3,2.4,0.97,19.5,96.7,0.4382,86.1123,0.0,0.0,1.0
0500000US01061,"Geneva County, Alabama",01,061,0,604,285,1183,9756,8662,1945,3319,26887,1437,21643,2265,44,168,5,339,986,240,3063,10343,2.2,47.2,4.6,45.1,5.6,78.0,18.3,12.5,19.2,5.3,80.5,8.4,0.2,0.6,0.0,1.3,3.7,0.89,16.1,94.0,0.4241,88.13,0.0,0.0,0.0
0500000US01063,"Greene County, Alabama",01,063,0,41,1,33,3561,1526,1029,1005,7424,10,1323,6031,9,3,0,0,48,115,672,2030,0.6,2.4,0.5,59.7,4.0,66.2,31.9,13.7,40.1,0.1,17.8,81.2,0.1,0.0,0.0,0.0,0.6,1.55,13.1,93.5,0.5184,21.9114,0.0,0.0,0.0
0500000US01065,"Hale County, Alabama",01,065,0,124,24,222,5989,3885,1568,914,14829,195,5645,8103,60,15,0,0,811,190,1853,5016,0.8,19.4,1.6,51.4,6.0,73.3,27.8,6.2,24.6,1.3,38.1,54.6,0.4,0.1,0.0,0.0,5.5,1.28,18.2,95.8,0.5106,46.1191,1.0,0.0,0.0
0500000US01067,"Henry County, Alabama",01,067,0,154,79,293,6478,5660,997,1590,17647,390,12384,4381,41,27,0,0,424,211,2107,6969,0.9,51.3,1.7,44.9,3.6,73.9,14.1,9.1,18.3,2.2,70.2,24.8,0.2,0.2,0.0,0.0,2.4,1.2,16.4,94.1,0.4858,74.9893,1.0,1.0,1.0
0500000US01069,"Houston County, Alabama",01,069,0,3313,2011,4621,36307,37581,6964,11973,108140,4984,68551,29269,248,1138,45,387,3518,1155,9079,43951,3.1,60.7,4.6,42.1,4.5,79.4,16.1,11.2,17.5,4.6,63.4,27.1,0.2,1.1,0.0,0.4,3.3,1.07,12.1,93.5,0.4762,73.2125,0.0,0.0,0.0
0500000US01071,"Jackson County, Alabama",01,071,0,982,537,1650,20968,16569,2690,5423,53053,1897,46772,1662,208,253,14,122,2125,613,6522,19650,1.9,54.7,3.3,48.5,4.5,77.9,12.3,10.3,17.3,3.6,88.2,3.1,0.4,0.5,0.0,0.2,4.0,1.16,17.2,93.3,0.4521,85.214,0.0,0.0,0.0
0500000US01073,"Jefferson County, Alabama",01,073,0,32470,21643,47713,204765,248557,38255,62109,667755,36545,317409,281174,785,12366,801,3048,15627,20784,39967,262104,4.9,66.7,7.6,38.5,4.7,79.9,14.2,9.4,15.7,5.5,47.5,42.1,0.1,1.9,0.1,0.5,2.3,3.11,8.8,85.5,0.5084,43.8973,0.0,0.0,0.0
0500000US01075,"Lamar County, Alabama",01,075,0,72,48,118,5380,4063,1044,1087,13693,262,11726,1366,25,6,0,23,285,109,1605,4751,0.5,66.7,0.9,49.0,5.5,76.8,20.5,8.0,18.0,1.9,85.6,10.0,0.2,0.0,0.0,0.2,2.1,0.8,16.5,92.0,0.4392,87.5617,0.0,0.0,0.0
0500000US01077,"Lauderdale County, Alabama",01,077,0,2471,1721,3562,32314,34278,3925,8319,95830,3317,78710,8649,173,593,21,321,4046,3071,6165,39581,2.6,69.6,3.9,40.9,4.1,76.5,10.0,8.8,12.2,3.5,82.1,9.0,0.2,0.6,0.0,0.3,4.2,3.2,9.4,89.7,0.4601,74.9547,1.0,1.0,1.0
0500000US01079,"Lawrence County, Alabama",01,079,0,446,260,949,11573,11973,2059,2649,33276,1044,25122,3110,1237,135,0,36,2592,232,3515,13899,1.3,58.3,3.0,43.1,2.0,80.0,15.1,8.0,13.3,3.1,75.5,9.3,3.7,0.4,0.0,0.1,7.8,0.7,15.0,94.0,0.4275,80.784,1.0,1.0,0.0
0500000US01081,"Lee County, Alabama",01,081,0,12761,8926,14711,58837,62456,6949,15405,181134,9779,118308,39130,89,7839,57,1047,4885,7432,8854,72549,7.0,69.9,8.6,39.7,3.5,73.3,10.0,8.6,18.9,5.4,65.3,21.6,0.0,4.3,0.0,0.6,2.7,4.1,7.9,86.3,0.4944,62.9316,0.0,0.0,0.0
0500000US01083,"Limestone County, Alabama",01,083,0,4601,2380,6710,35883,40842,3620,8470,111233,8295,80405,14108,321,1895,37,543,5629,3051,10426,44945,4.1,51.7,6.4,40.0,3.3,78.4,8.8,7.8,10.0,7.5,72.3,12.7,0.3,1.7,0.0,0.5,5.1,2.74,13.3,87.6,0.4447,71.0399,1.0,1.0,0.0
0500000US01085,"Lowndes County, Alabama",01,085,0,55,24,188,4266,2525,1237,736,9833,16,2426,7258,11,0,0,0,122,165,1198,2916,0.6,43.6,2.0,53.6,6.8,73.5,28.9,7.6,29.9,0.2,24.7,73.8,0.1,0.0,0.0,0.0,1.2,1.68,17.4,89.7,0.5434,31.0875,0.0,0.0,0.0
0500000US01087,"Macon County, Alabama",01,087,0,289,163,394,7910,5685,1745,1741,18691,408,3137,14488,6,55,0,20,577,2604,1762,5924,1.5,56.4,2.2,48.8,8.3,74.8,24.1,9.4,24.3,2.2,16.8,77.5,0.0,0.3,0.0,0.1,3.1,13.93,15.4,80.9,0.5006,21.4705,0.0,0.0,0.0
0500000US01089,"Madison County, Alabama",01,089,0,24142,12593,29593,115484,156251,12536,30981,405718,27577,250071,95562,1459,10152,228,1249,19420,11650,20076,165645,6.0,52.2,7.7,35.2,3.6,76.6,7.6,7.7,10.1,6.8,61.6,23.6,0.4,2.5,0.1,0.3,4.8,2.87,7.2,82.4,0.4636,53.3507,0.0,0.0,0.0
0500000US01091,"Marengo County, Alabama",01,091,0,305,169,408,7465,5788,1863,1721,18851,506,8349,9576,18,49,0,0,353,233,1832,6604,1.6,55.4,2.3,49.1,4.1,77.9,23.6,9.2,21.9,2.7,44.3,50.8,0.1,0.3,0.0,0.0,1.9,1.24,14.2,91.3,0.5327,51.5906,0.0,0.0,0.0
0500000US01093,"Marion County, Alabama",01,093,0,217,146,491,11812,8369,1841,3050,29184,925,26173,1013,46,86,18,14,909,658,3552,10284,0.7,67.3,1.8,49.6,5.0,73.5,17.3,10.7,16.2,3.2,89.7,3.5,0.2,0.3,0.1,0.0,3.1,2.25,17.0,95.0,0.4721,90.4157,1.0,1.0,1.0
0500000US01095,"Marshall County, Alabama",01,095,0,6951,4836,12297,32575,32986,4512,11800,99748,17192,76257,2478,197,599,72,179,2774,1095,9936,38367,7.0,69.6,13.3,42.6,3.9,78.5,12.4,12.0,16.6,17.2,76.4,2.5,0.2,0.6,0.1,0.2,2.8,1.1,15.2,92.2,0.4646,85.4696,0.0,0.0,1.0
0500000US01097,"Mobile County, Alabama",01,097,0,14193,6137,18642,135680,143391,27937,42502,412590,14244,226154,147473,1373,8873,119,1898,12456,8006,29885,158559,3.4,43.2,4.8,41.5,5.3,79.5,17.3,10.4,16.2,3.5,54.8,35.7,0.3,2.2,0.0,0.5,3.0,1.94,10.7,89.5,0.4707,57.5227,1.0,0.0,0.0
0500000US01099,"Monroe County, Alabama",01,099,0,129,20,209,8613,5055,1030,1740,19388,45,10390,8127,169,73,26,0,558,217,2141,6055,0.7,15.5,1.1,54.5,10.4,79.2,14.0,9.1,20.1,0.2,53.6,41.9,0.9,0.4,0.1,0.0,2.9,1.12,15.9,95.2,0.4578,61.2022,1.0,0.0,0.0
0500000US01101,"Montgomery County, Alabama",01,101,0,12675,8339,15396,73020,71149,18479,22735,226718,11234,67336,133272,95,7647,35,218,6881,8538,16194,86951,5.6,65.8,7.3,40.9,5.9,73.3,20.2,10.3,19.9,5.0,29.7,58.8,0.0,3.4,0.0,0.1,3.0,3.77,10.8,89.4,0.4917,33.9395,0.0,0.0,0.0
0500000US01103,"Morgan County, Alabama",01,103,0,6868,5142,10574,41668,44269,6004,13399,124471,13160,89798,15571,321,749,24,628,4220,2078,12056,48774,5.5,74.9,9.0,42.2,3.7,80.5,12.2,10.9,13.5,10.6,72.1,12.5,0.3,0.6,0.0,0.5,3.4,1.67,14.1,90.5,0.4488,75.5449,0.0,0.0,0.0
0500000US01105,"Perry County, Alabama",01,105,0,127,108,104,3978,1615,1151,565,8031,17,2236,5720,0,0,0,0,58,811,890,1825,1.6,85.0,1.4,60.4,16.5,74.0,33.5,7.2,31.4,0.2,27.8,71.2,0.0,0.0,0.0,0.0,0.7,10.1,16.9,90.0,0.3563,28.4211,0.0,0.0,0.0
0500000US01107,"Pickens County, Alabama",01,107,0,548,481,631,8509,5279,1253,1274,18721,666,9888,7649,56,10,0,43,409,1663,1989,6063,2.9,87.8,3.5,54.5,4.7,78.3,18.5,7.5,20.0,3.6,52.8,40.9,0.3,0.1,0.0,0.2,2.2,8.88,14.7,94.0,0.4751,61.3218,0.0,0.0,0.0
0500000US01109,"Pike County, Alabama",01,109,0,1173,890,1508,12044,11025,2135,2767,32987,902,18009,12233,89,616,34,46,1058,2655,2596,13040,3.6,75.9,4.8,44.0,3.7,74.6,17.1,8.4,23.3,2.7,54.6,37.1,0.3,1.9,0.1,0.1,3.2,8.05,13.4,91.9,0.4938,62.2276,0.0,0.0,0.0
0500000US01111,"Randolph County, Alabama",01,111,0,318,160,469,8925,7041,1741,2026,22510,669,16791,3496,28,94,0,108,1324,530,2402,7933,1.4,50.3,2.2,48.9,3.8,78.4,18.8,9.1,19.9,3.0,74.6,15.5,0.1,0.4,0.0,0.5,5.9,2.35,15.1,89.8,0.4781,82.0665,0.0,0.0,0.0
0500000US01113,"Russell County, Alabama",01,113,0,1574,422,2254,20234,17165,4814,6442,58811,3527,25837,26501,76,316,8,230,2316,492,5179,20470,2.7,26.8,4.1,44.1,6.2,75.6,20.1,11.3,22.2,6.0,43.9,45.1,0.1,0.5,0.0,0.4,3.9,0.84,13.0,87.0,0.4695,48.6437,0.0,0.0,0.0
0500000US01115,"St. Clair County, Alabama",01,115,0,1611,720,2908,30945,34003,3851,6633,94166,2805,78235,9458,294,537,85,255,2497,1966,8082,36501,1.7,44.7,3.3,40.8,4.6,79.6,11.0,7.2,11.4,3.0,83.1,10.0,0.3,0.6,0.1,0.3,2.7,2.09,12.2,86.9,0.3923,81.5627,0.0,0.0,0.0
0500000US01117,"Shelby County, Alabama",01,117,0,12713,6640,18261,62569,95594,4014,14658,230211,17419,168534,30808,309,4956,92,1270,6823,3847,8650,95623,5.5,52.2,8.4,33.9,2.9,80.8,4.6,6.4,7.2,7.6,73.2,13.4,0.1,2.2,0.0,0.6,3.0,1.67,5.5,81.5,0.4402,69.4572,0.0,0.0,0.0
0500000US01119,"Sumter County, Alabama",01,119,0,107,65,196,5364,2427,1471,1014,11878,87,3051,8088,13,24,0,0,615,2154,955,3240,0.9,60.7,1.7,54.6,12.1,62.4,30.5,8.6,26.5,0.7,25.7,68.1,0.1,0.2,0.0,0.0,5.2,18.13,13.7,85.2,0.5,29.056,0.0,0.0,0.0
0500000US01121,"Talladega County, Alabama",01,121,0,1619,1071,2595,31233,24992,5717,6331,81021,1947,50098,24143,118,480,15,133,4087,3420,8170,29304,2.0,66.2,3.4,47.4,6.8,77.7,17.0,8.1,17.8,2.4,61.8,29.8,0.1,0.6,0.0,0.2,5.0,4.22,14.0,93.2,0.4581,66.4662,0.0,0.0,0.0
0500000US01123,"Tallapoosa County, Alabama",01,123,0,797,545,1493,15616,13687,2264,3372,40938,1183,27764,9483,102,260,0,160,1986,760,3862,15665,1.9,68.4,3.8,46.2,4.9,79.7,13.3,8.4,16.3,2.9,67.8,23.2,0.2,0.6,0.0,0.4,4.9,1.86,12.9,92.5,0.4767,74.3345,0.0,0.0,0.0
0500000US01125,"Tuscaloosa County, Alabama",01,125,0,11058,7031,14719,73518,85617,9798,15735,237552,13198,139860,73087,425,3795,17,420,6750,14772,12257,98405,4.7,63.6,6.6,37.9,5.8,75.4,10.9,6.7,16.8,5.6,58.9,30.8,0.2,1.6,0.0,0.2,2.8,6.22,8.5,88.6,0.4657,59.4961,0.0,0.0,0.0
0500000US01127,"Walker County, Alabama",01,127,0,989,761,2133,24242,21405,3632,6169,64841,2435,55914,4070,52,270,0,243,1857,1003,7059,24423,1.5,76.9,3.5,46.8,4.9,81.9,14.3,9.6,18.5,3.8,86.2,6.3,0.1,0.4,0.0,0.4,2.9,1.55,15.8,94.2,0.4494,85.4898,0.0,0.0,0.0
0500000US01129,"Washington County, Alabama",01,129,0,43,31,186,6423,4536,821,1028,15143,159,9843,3642,1011,27,0,53,408,123,1110,5291,0.3,72.1,1.3,51.1,4.9,77.8,13.8,6.8,17.1,1.0,65.0,24.1,6.7,0.2,0.0,0.3,2.7,0.81,10.4,91.2,0.4791,77.4079,1.0,0.0,0.0
0500000US01131,"Wilcox County, Alabama",01,131,0,40,34,73,4196,2540,1427,868,10172,3,2801,7121,0,1,0,0,246,190,1292,3037,0.4,85.0,0.8,51.3,11.8,72.2,37.0,8.7,28.2,0.0,27.5,70.0,0.0,0.0,0.0,0.0,2.4,1.87,18.6,90.3,0.5523,34.068,0.0,0.0,0.0
0500000US01133,"Winston County, Alabama",01,133,0,491,353,681,9195,8066,1377,2085,23682,880,21409,237,18,73,0,0,1065,353,3831,8978,2.1,71.9,3.0,47.1,3.6,81.4,14.6,8.9,18.7,3.7,90.4,1.0,0.1,0.3,0.0,0.0,4.5,1.49,22.5,91.2,0.4474,91.4073,0.0,0.0,0.0
0500000US02013,"Aleutians East Borough, Alaska",02,013,0,821,505,1100,687,1520,152,1233,3491,303,590,104,1388,664,27,27,388,1094,341,809,23.5,61.5,32.6,22.4,8.4,70.3,14.5,35.6,13.2,8.7,16.9,3.0,39.8,19.0,0.8,0.8,11.1,31.34,13.1,38.1,0.4008,47.367,0.0,0.0,0.0
0500000US02016,"Aleutians West Census Area, Alaska",02,016,0,2253,1260,3094,653,3135,46,942,5235,715,1266,369,381,2068,87,0,349,1891,393,2071,43.0,55.9,60.6,13.6,4.3,80.7,4.8,18.5,11.3,13.7,24.2,7.0,7.3,39.5,1.7,0.0,6.7,36.12,9.4,55.7,0.3569,40.635,0.0,0.0,0.0
0500000US02020,"Anchorage Municipality, Alaska",02,020,0,31429,10805,46585,68807,100795,9473,27166,288976,27445,156623,13941,20177,28310,8885,2636,30959,7574,11352,122448,10.9,34.4,17.2,30.2,4.6,71.2,8.7,9.9,8.9,9.5,54.2,4.8,7.0,9.8,3.1,0.9,10.7,2.62,5.9,82.0,0.4308,41.8467,0.0,0.0,0.0
0500000US02050,"Bethel Census Area, Alaska",02,050,0,322,124,9600,4788,3106,2047,2174,18394,270,1529,228,15297,288,0,0,782,847,1804,2200,1.8,38.5,58.2,37.9,15.9,47.5,42.4,12.0,25.6,1.5,8.3,1.2,83.2,1.6,0.0,0.0,4.3,4.6,17.8,34.3,0.4476,,0.0,0.0,0.0
0500000US02060,"Bristol Bay Borough, Alaska",02,060,0,104,63,127,250,327,15,187,918,46,446,5,191,92,11,15,112,248,21,302,11.3,60.6,14.7,31.7,4.4,64.9,5.2,20.8,9.3,5.0,48.6,0.5,20.8,10.0,1.2,1.6,12.2,27.02,2.9,58.7,0.4486,,0.0,0.0,0.0
0500000US02063,"Chugach Census Area, Alaska",02,063,0,401,178,876,1646,1969,281,742,6862,326,4830,106,313,341,55,85,806,431,177,2633,5.8,44.4,13.6,29.8,9.5,59.9,9.8,11.4,5.9,4.8,70.4,1.5,4.6,5.0,0.8,1.2,11.7,6.28,3.7,75.5,0.3822,,0.0,0.0,0.0
